FIELD1,FIELD2,FIELD3
HTOR,2621,3
HTOR,2622,3
HTOR,2623,1
HTOR,2624,1
HTOR,2625,1
HTOR,2629,2
HTOR,2630,3
HTOR,2631,3
HTPS,2636,1
HTPS,2637,2
HTPS,2638,1
HTPS,2639,2
HTPS,2640,2
HTPS,2641,1
HTPS,2642,2
HTPS,2643,1
HTPS,2644,1
HTPS,2645,1
HTPS,2646,2
HTPS,2647,1
HTPS,2648,1
HTPS,2649,2
HTPS,2650,2
HTPS,2651,2
HTPS,2652,1
HTPS,2653,2
HTPS,2654,2
HTPS,2656,1
HTPS,2657,1
HTPS,2658,2
HTPS,2659,1
HTPS,2660,2
HTPS,2662,1
HTPS,2663,2
HTPS,2664,2
HTPS,2665,2
HTPS,2666,2
HTPS,2667,1
HTPS,2668,2
HTPS,2669,1
HTPS,2670,2
HTPS,2671,1
HTPS,2672,1
HTPS,2673,2
HTPS,2674,2
HTPS,2675,1
HTPS,2676,1
HTPS,2677,1
HTPS,2678,2
HTPS,2679,1
HTPS,2680,1
IBP,2681,4
IBP,2682,4
IBP,2683,4
IBP,2687,2
IBP,2688,3
IBP,2689,3
IBP,2690,1
IBP,2691,1
IBP,2692,5
IBP,2693,5
IBP,2694,5
IBP,2695,4
IBP,2696,3
IBP,2697,3
IBP,2698,3
IBP,2699,3
IBP,2700,3
IBP,2701,4
IBP,2702,4
IBP,2703,4
IBP,2705,3
IBP,2706,3
IBP,2707,2
IBP,2708,2
IBP,2709,2
IBP,2712,5
IBP,2713,5
IBP,2714,1
IBP,2715,1
IBP,2716,1
IBP,2717,1
IBP,2718,2
IBP,2719,2
IBP,2720,2
IBP,2721,3
IBP,2722,3
IBP,2723,3
IBP,2724,2
IBP,2725,2
IBP,2727,5
IBP,2728,5
IBP,2729,1
IBP,2730,1
IBP,2731,2
IBP,2732,2
IBP,2733,5
IBP,2734,5
IBP,2735,5
IBP,2736,3
IBP,2737,3
IBP,2738,2
IBP,2739,2
IBP,2740,2
IBP,2741,4
IBP,2742,4
IBP,2743,5
IBP,2744,5
IBP,2745,1
IBP,2747,5
IBP,2748,5
IBP,2749,1
IBP,2750,1
IBP,2751,1
IBP,2753,2
IBP,2754,2
IBP,2755,2
IBP,2756,4
IBP,2757,4
IBP,2760,3
IBP,2761,3
IBP,2762,1
IBP,2763,1
IBP,2764,1
IBP,2765,5
IBP,2766,5
IBP,2767,4
IBP,2768,4
IBP,2769,4
IBP,2770,5
IBP,2771,3
IBP,2772,3
IBP,2773,3
IBP,2774,1
IBP,2775,4
IBP,2776,3
IBP,2777,3
IBP,2778,4
IBP,2779,2
IBP,2780,2
IBP,2781,2
IBP,2782,2
IBP,2783,5
IBP,2784,5
IBP,2785,1
IBP,2786,1
IBP,2788,3
IBP,2789,3
IBP,2790,3
IBP,2791,3
IBP,2792,3
IBP,2793,2
IBP,2794,2
IBP,2795,4
IBP,2796,4
IBP,2797,4
IBP,2798,4
IBP,2799,4
IBP,2800,1
IBP,2801,1
IBP,2802,1
IBP,2803,3
IBP,2804,3
IBP,2805,3
IBP,2806,4
IBP,2807,4
IBP,2808,4
IBP,2809,1
IBP,2810,2
IBP,2811,2
IBP,2813,5
IBP,2814,1
IBP,2815,1
IBP,2816,2
IBP,2817,5
IBP,2818,1
IBP,2819,1
LEP,2822,1
LEP,2823,1
LEP,2824,1
LEP,2825,1
LEP,2826,1
LEP,2827,1
LEP,2828,1
LEP,2829,1
LEP,2830,1
LEP,2831,1
LEP,2832,1
LEP,2833,1
LEP,2834,1
LEP,2835,1
LEP,2836,1
LEP,2837,1
LEP,2838,1
LEP,2839,1
LEP,2840,1
LEP,2841,1
LEP,2842,1
LEP,2843,1
LEP,2844,1
LEP,2845,1
LEP,2846,1
LEP,2847,1
LEP,2848,1
LEP,2849,1
LEP,2850,1
LEP,2851,1
LEP,2852,1
LEP,2853,1
LEP,2854,1
LEP,2855,1
LEP,2856,1
LEP,2857,1
PRP,2858,1
PRP,2859,1
PRP,2860,1
PRP,2861,1
PRP,2862,1
PRP,2863,1
PRP,2864,1
PRP,2865,1
PRP,2866,1
PRP,2867,1
PRP,2868,1
PRP,2869,1
PRP,2870,1
PRP,2871,1
PRP,2872,1
PRP,2873,1
PRP,2874,1
PRP,2875,1
PRP,2876,1
PRP,2877,1
PRP,2878,1
PRP,2879,1
PRP,2880,1
PRP,2881,1
PRP,2882,1
PRP,2883,1
PRP,2884,1
PRP,2887,1
PRP,2888,1
PRP,2889,1
PRP,2890,1
PRP,2891,1
PRP,2892,1
PRP,2893,1
PRP,2894,1
PRP,2895,1
PRP,2896,1
PRP,2897,1
PRP,2898,1
PRP,2899,1
PRP,2900,1
PRP,2901,1
PRP,2902,1
PSE,2903,1
PSE,2905,1
PSE,2906,2
PSE,2907,2
PSE,2908,2
PSE,2909,1
PSE,2910,1
PSE,2911,2
PSE,2912,2
PSE,2913,2
PSE,2915,1
PSE,2916,1
PSE,2917,2
PSE,2918,1
PSE,2919,1
PSE,2920,2
PSE,2921,2
PSE,2923,1
PSE,2924,1
PSE,2925,1
PSE,2926,2
PSE,2928,2
PSE,2929,1
PSE,2930,1
PSE,2931,1
PSE,2932,2
PSE,2933,2
PSE,2934,1
PSE,2935,1
PSE,2936,1
PSE,2937,2
PSE,2938,1
PSE,2939,1
PSE,2940,2
PSE,2942,2
PSE,2943,2
PSE,2944,2
PSE,2945,1
PSE,2946,2
PSE,2947,2
PSE,2948,2
PSE,2949,1
PSE,2950,1
SEOR,2951,2
SEOR,2952,2
SEOR,2953,1
SEOR,2954,1
SEOR,2955,3
SEOR,2956,3
SEOR,2957,1
SEOR,2958,1
SEOR,2959,2
SEOR,2960,2
SEOR,2961,2
SEOR,2962,1
SEOR,2963,1
SEOR,2964,1
SEOR,2965,2
SEOR,2966,2
SEOR,2967,2
SEOR,2968,3
SEOR,2969,3
SEOR,2970,1
SEOR,2971,1
SEOR,2972,1
SEOR,2973,2
SEOR,2974,2
SEOR,2975,3
SEOR,2976,3
SEOR,2977,3
SEOR,2978,1
SEOR,2979,1
SEOR,2983,3
SEOR,2984,3
SEOR,2985,2
SEOR,2986,2
SEOR,2987,2
SEOR,2988,3
SEOR,2989,3
SEOR,2990,2
SEOR,2991,2
SEOR,2992,3
SEOR,2993,3
SEOR,2994,3
SEOR,2995,1
SEOR,2996,1
SEOR,2997,1
SEOR,2998,1
SEOR,2999,1
SEOR,3000,3
SEOR,3001,3
SEOR,3002,2
SEOR,3003,2
SEOR,3004,2
SEOR,3005,2
SEOR,3006,2
SEOR,3007,2
SEOR,3008,3
SEOR,3009,3
SEOR,3010,1
SEOR,3011,1
SEOR,3012,2
SEOR,3013,2
SEOR,3014,1
SEOR,3015,1
SEOR,3016,2
SEOR,3017,2
SEOR,3018,3
SEOR,3019,3
SEOR,3020,3
SEOR,3023,1
SEOR,3024,1
SEOR,3025,1
SEOR,3026,2
SEOR,3027,2
SEOR,3028,2
SEOR,3029,2
SEOR,3030,1
SEOR,3033,3
SEOR,3034,3
SEOR,3035,1
SEOR,3036,3
SEOR,3037,3
SEOR,3038,3
SEOR,3039,1
SEOR,3040,1
SEOR,3041,3
SEOR,3042,3
SEOR,3043,3
SEOR,3044,1
SEOR,3045,1
SEOR,3046,1
SEOR,3047,2
SEOR,3048,2
SEOR,3049,2
SEOR,3050,2
SEOR,3051,2
SEOR,3052,2
SEOR,3056,3
SEOR,3057,3
SEOR,3058,3
SEOR,3059,3
SEOR,3060,3
SEOR,3061,3
SEOR,3062,1
SEOR,3063,1
SEOR,3064,3
SEOR,3065,3
SEOR,3066,1
SEOR,3067,2
SEOR,3068,2
SEPP,3070,2
SEPP,3071,2
SEPP,3072,1
SEPP,3073,1
SEPP,3074,1
SEPP,3075,1
SEPP,3076,1
SEPP,3077,1
SEPP,3078,2
SEPP,3079,2
SEPP,3080,2
SEPP,3081,3
SEPP,3082,3
SEPP,3083,3
SEPP,3084,3
SEPP,3085,3
SEPP,3086,1
SEPP,3087,1
SEPP,3088,2
SEPP,3089,1
SEPP,3090,1
SEPP,3091,2
SEPP,3092,2
SEPP,3093,3
SEPP,3094,3
SEPP,3095,1
SEPP,3096,1
SEPP,3097,3
SEPP,3098,3
SEPP,3099,1
SEPP,3100,1
SEPP,3101,3
SEPP,3102,2
SEPP,3103,2
SEPP,3105,3
SEPP,3106,3
SEPP,3107,3
SEPP,3108,1
SEPP,3109,1
SEPP,3110,1
SEPP,3111,2
SEPP,3112,2
SEPP,3113,1
SEPP,3114,1
SEPP,3115,1
SEPP,3116,1
SEPP,3117,3
SEPP,3118,1
SEPP,3119,1
SEPP,3120,3
SEPP,3121,3
SEPP,3122,3
SEPP,3123,2
SEPP,3124,2
SEPP,3125,2
SEPP,3126,2
SEPP,3127,1
SEPP,3128,1
SEPP,3129,1
SEPP,3130,1
SEPP,3131,1
SEPP,3132,1
SEPP,3133,1
SEPP,3134,2
SEPP,3135,2
SEPP,3136,2
SEPP,3137,1
SEPP,3138,1
SEPP,3139,3
SEPP,3140,3
SEPP,3141,2
SEPP,3142,2
SEPP,3143,3
SEPP,3144,3
SEPP,3145,3
SEPP,3146,3
SEPP,3147,3
SEPP,3148,2
SEPP,3149,2
SEPP,3150,3
SEPP,3151,3
SEPP,3152,1
SEPP,3153,1
SEPP,3154,3
SEPP,3155,1
SEPP,3156,2
SEPP,3157,3
SEPP,3158,1
SEPP,3159,2
SEPP,3160,2
SEPP,3161,2
SEPP,3162,3
SEPP,3163,3
SEPP,3164,3
SEPP,3165,3
SEPP,3166,2
SEPP,3167,2
SEPP,3168,2
AAM,10001,8
AAM,10002,9
AAM,10003,10
AAM,10004,2
AAM,10005,3
AAM,10006,4
AAM,10007,8
AAM,10008,9
AAM,10009,1
AAM,10010,8
AAM,10011,10
AAM,10012,1
AAM,10013,2
AAM,10014,3
AAM,10015,2
AAM,10016,6
AAM,10017,7
AAM,10018,3
AAM,10019,8
AAM,10020,9
AAM,10021,10
AAM,10022,7
AAM,10023,8
AAM,10024,9
AAM,10025,9
AAM,10026,9
AAM,10027,8
AAM,10028,5
AAM,10029,3
AAM,10030,4
AAM,10031,3
AAM,10032,6
AAM,10033,7
AAM,10034,6
AAM,10035,10
AAM,10036,1
AAM,10037,2
AAM,10038,3
AAM,10039,3
AAM,10040,6
AAM,10041,5
AAM,10042,4
AAM,10043,10
AAM,10044,4
AAM,10045,4
AAM,10046,5
AAM,10047,3
AAM,10048,2
AAM,10049,8
AAM,10050,5
AAM,10051,6
AAM,10052,10
AAM,10053,1
AAM,10054,2
AAM,10055,10
AAM,10056,1
AAM,10057,7
AAM,10058,2
AAM,10059,5
AAM,10060,10
AAM,10061,7
AAM,10062,8
AAM,10063,9
AAM,10064,7
AAM,10065,8
AAM,10066,1
AAM,10067,6
AAM,10068,5
AAM,10069,2
AAM,10070,3
AAM,10071,4
AAM,10072,5
AAM,10073,3
AAM,10074,1
AAM,10075,5
AAM,10076,6
AAM,10077,7
AAM,10078,2
AAM,10079,7
AAM,10080,7
AAM,10081,1
AAM,10082,8
AAM,10083,3
AAM,10084,6
AAM,10085,4
AAM,10086,9
AAM,10087,10
AAM,10088,1
AAM,10089,4
AAM,10090,9
AAM,10091,1
AAM,10092,2
AAM,10093,4
AAM,10094,2
AAM,10095,4
AAM,10096,5
AAM,10097,6
AAM,10098,6
AAM,10099,7
AAM,10100,6
AAM,10101,5
AAM,10102,1
AAM,10103,1
AAM,10104,10
AAM,10105,9
AAM,10106,10
AAM,10107,4
AAM,10108,5
AAM,10109,9
AAM,10110,7
AAM,10111,8
ACT,10112,1
ACT,10113,9
ACT,10114,9
ACT,10115,7
ACT,10116,6
ACT,10117,9
ACT,10118,10
ACT,10119,3
ACT,10120,8
ACT,10121,10
ACT,10122,9
ACT,10123,10
ACT,10124,1
ACT,10125,1
ACT,10126,2
ACT,10127,1
ACT,10128,4
ACT,10129,1
ACT,10130,3
ACT,10131,3
ACT,10132,4
ACT,10133,10
ACT,10134,1
ACT,10135,2
ACT,10136,1
ACT,10137,2
ACT,10138,10
ACT,10139,1
ACT,10140,5
ACT,10141,4
ACT,10142,6
ACT,10143,9
ACT,10144,6
ACT,10145,6
ACT,10146,10
ACT,10147,2
ACT,10148,3
ACT,10149,8
ACT,10150,8
ACT,10151,9
ACT,10152,10
ACT,10153,3
ACT,10154,2
ACT,10155,7
ACT,10156,6
ACT,10157,5
ACT,10158,2
ACT,10159,3
ACT,10160,4
ACT,10161,9
ACT,10162,7
ACT,10163,6
ACT,10164,3
ACT,10165,2
ACT,10166,8
ACT,10167,1
ACT,10168,3
ACT,10169,4
ACT,10170,10
ACT,10171,2
ACT,10172,9
ACT,10173,4
ACT,10174,6
ACT,10175,7
ACT,10176,2
ACT,10177,9
ACT,10178,9
ACT,10179,10
ACT,10180,8
ACT,10181,5
ACT,10182,2
ACT,10183,3
ACT,10184,7
ACT,10185,5
ACT,10186,7
ACT,10187,4
ACT,10188,5
ACT,10189,6
ACT,10190,3
ACT,10191,4
ACT,10192,5
ACT,10193,10
ACT,10194,8
ACT,10195,9
ACT,10196,9
ACT,10197,1
ACT,10198,2
ACT,10199,8
ACT,10200,5
ACT,10201,6
ACT,10202,7
ACT,10203,4
ACT,10204,7
ACT,10205,8
ACT,10206,6
ACT,10207,7
ACT,10208,8
ACT,10209,3
ACT,10210,4
ACT,10211,5
ACT,10212,6
ACT,10213,5
ACT,10214,1
ACT,10215,8
ACT,10216,7
ACT,10217,8
ACT,10218,6
ACT,10219,1
ACT,10220,2
ACT,10221,10
ACT,10222,5
ACT,10223,3
ACT,10224,3
ACT,10225,5
ACT,10226,7
ACT,10227,5
ACT,10228,4
ACT,10229,7
ACT,10230,8
ACT,10231,10
ACT,10232,2
ACT,10233,1
ACT,10234,4
ASM,10235,5
ASM,10236,6
ASM,10237,9
ASM,10238,5
ASM,10239,6
ASM,10240,8
ASM,10241,9
ASM,10242,3
ASM,10243,4
ASM,10244,2
ASM,10245,3
ASM,10246,4
ASM,10247,4
ASM,10248,8
ASM,10249,8
ASM,10250,10
ASM,10251,7
ASM,10252,6
ASM,10253,8
ASM,10254,4
ASM,10255,5
ASM,10256,6
ASM,10257,1
ASM,10258,2
ASM,10259,3
ASM,10260,4
ASM,10261,5
ASM,10262,4
ASM,10263,2
ASM,10264,2
ASM,10265,9
ASM,10266,10
ASM,10267,1
ASM,10268,7
ASM,10269,5
ASM,10270,3
ASM,10271,9
ASM,10272,6
ASM,10273,5
ASM,10274,6
ASM,10275,4
ASM,10276,5
ASM,10277,3
ASM,10278,5
ASM,10279,6
ASM,10280,7
ASM,10281,7
ASM,10282,7
ASM,10283,6
ASM,10284,1
ASM,10285,6
ASM,10286,9
ASM,10287,9
ASM,10288,10
ASM,10289,3
ASM,10290,2
ASM,10291,9
ASM,10292,10
ASM,10293,1
ASM,10294,8
ASM,10295,2
ASM,10296,8
ASM,10297,7
ASM,10298,8
ASM,10299,8
ASM,10300,2
ASM,10301,8
ASM,10302,10
ASM,10303,1
ASM,10304,3
ASM,10305,1
ASM,10306,2
ASM,10307,10
ASM,10308,1
ASM,10309,2
ASM,10310,3
ASM,10311,1
ASM,10312,10
ASM,10313,1
ASM,10314,2
ASM,10315,7
ASM,10316,10
ASM,10317,4
ASM,10318,5
ASM,10319,6
ASM,10320,7
ASM,10321,4
ASM,10322,5
ASM,10323,6
ASM,10324,7
ASM,10325,10
ASM,10326,8
ASM,10327,8
ASM,10328,1
ASM,10329,6
ASM,10330,7
ASM,10331,3
ASM,10332,4
ASM,10333,7
ASM,10334,8
ASM,10335,10
ASM,10336,9
ASM,10337,9
ASM,10338,5
ASM,10339,3
ASM,10340,4
ASM,10341,5
ASM,10342,1
ASM,10343,9
ASM,10344,10
ASM,10345,7
ASM,10346,3
ASM,10347,4
ASM,10348,2
ASM,10349,2
ASM,10350,3
ASM,10351,9
ASM,10352,1
BFS,10353,10
BFS,10354,1
BFS,10355,1
BFS,10356,6
BFS,10357,7
BFS,10358,10
BFS,10359,3
BFS,10360,6
BFS,10361,7
BFS,10362,8
BFS,10363,8
BFS,10364,1
BFS,10365,9
BFS,10366,1
BFS,10367,5
BFS,10368,2
BFS,10369,4
BFS,10370,7
BFS,10371,3
BFS,10372,4
BFS,10373,5
BFS,10374,1
BFS,10375,2
BFS,10376,5
BFS,10377,4
BFS,10378,3
BFS,10379,2
BFS,10380,6
BFS,10381,7
BFS,10382,8
BFS,10383,4
BFS,10384,5
BFS,10385,5
BFS,10386,3
BFS,10387,2
BFS,10388,6
BFS,10389,7
BFS,10390,8
BFS,10391,9
BFS,10392,10
BFS,10393,1
BFS,10394,2
BFS,10395,3
BFS,10396,7
BFS,10397,8
BFS,10398,9
BFS,10399,9
BFS,10400,10
BFS,10401,2
BFS,10402,2
BFS,10403,6
BFS,10404,5
BFS,10405,2
BFS,10406,3
BFS,10407,4
BFS,10408,8
BFS,10409,9
BFS,10410,10
BFS,10411,4
BFS,10412,1
BFS,10413,1
BFS,10414,3
BFS,10415,4
BFS,10416,3
BFS,10417,8
BFS,10418,10
BFS,10419,9
BFS,10420,9
BFS,10421,7
BFS,10422,3
BFS,10423,4
BFS,10424,5
BFS,10425,6
BFS,10426,4
BFS,10427,5
BFS,10428,8
BFS,10429,7
BFS,10430,9
BFS,10431,3
BFS,10432,2
BFS,10433,10
BFS,10434,4
BFS,10435,5
BFS,10436,6
BFS,10437,8
BFS,10438,6
BFS,10439,6
BFS,10440,7
BFS,10441,4
BFS,10442,5
BFS,10443,6
BFS,10444,3
BFS,10445,10
BFS,10446,7
BFS,10447,1
BFS,10448,2
BFS,10449,10
BFS,10450,1
BFS,10451,2
BFS,10452,8
BFS,10453,9
BFS,10454,10
BFS,10455,1
BFS,10456,9
BFS,10457,10
BFS,10458,8
BFS,10459,9
BFS,10460,4
BFS,10461,5
BFS,10462,2
BFS,10463,7
BFS,10464,5
BFS,10465,3
BFS,10466,6
BFS,10467,6
BFS,10468,7
BFS,10469,1
BFS,10470,8
BFS,10471,9
BLTDM,10472,9
BLTDM,10473,9
BLTDM,10474,4
BLTDM,10475,4
BLTDM,10476,8
BLTDM,10477,8
BLTDM,10478,9
BLTDM,10479,9
BLTDM,10480,6
BLTDM,10481,6
BLTDM,10482,2
BLTDM,10483,2
BLTDM,10484,3
BLTDM,10485,3
BLTDM,10486,4
BLTDM,10487,4
BLTDM,10488,5
BLTDM,10489,5
BLTDM,10490,4
BLTDM,10491,4
BLTDM,10492,5
BLTDM,10493,5
BLTDM,10494,2
BLTDM,10495,2
BLTDM,10496,5
BLTDM,10497,5
BLTDM,10498,7
BLTDM,10499,7
BLTDM,10500,8
BLTDM,10501,8
BLTDM,10502,8
BLTDM,10503,8
BLTDM,10504,1
BLTDM,10505,1
BLTDM,10506,2
BLTDM,10507,2
BLTDM,10508,3
BLTDM,10509,3
BLTDM,10510,4
BLTDM,10511,4
BLTDM,10512,5
BLTDM,10513,5
BLTDM,10514,7
BLTDM,10515,7
BLTDM,10516,1
BLTDM,10517,1
BLTDM,10518,2
BLTDM,10519,2
BLTDM,10520,4
BLTDM,10521,4
BLTDM,10522,5
BLTDM,10523,5
BLTDM,10524,6
BLTDM,10525,6
BLTDM,10526,7
BLTDM,10527,7
BLTDM,10528,8
BLTDM,10529,8
BLTDM,10530,9
BLTDM,10531,9
BLTDM,10532,1
BLTDM,10533,1
BLTDM,10534,1
BLTDM,10535,1
BLTDM,10536,4
BLTDM,10537,4
BLTDM,10538,2
BLTDM,10539,2
BLTDM,10540,3
BLTDM,10541,3
BLTDM,10542,9
BLTDM,10543,9
BLTDM,10544,10
BLTDM,10545,10
BLTDM,10546,5
BLTDM,10547,5
BLTDM,10548,5
BLTDM,10549,5
BLTDM,10550,1
BLTDM,10551,1
BLTDM,10552,6
BLTDM,10553,6
BLTDM,10554,10
BLTDM,10555,10
BLTDM,10556,3
BLTDM,10557,3
BLTDM,10558,4
BLTDM,10559,4
BLTDM,10560,4
BLTDM,10561,4
BLTDM,10562,2
BLTDM,10563,2
BLTDM,10564,6
BLTDM,10565,6
BLTDM,10566,8
BLTDM,10567,8
BLTDM,10568,2
BLTDM,10569,2
BLTDM,10570,1
BLTDM,10571,1
BLTDM,10572,2
BLTDM,10573,2
BLTDM,10574,3
BLTDM,10575,3
BLTDM,10576,10
BLTDM,10577,10
BLTDM,10578,8
BLTDM,10579,8
BLTDM,10580,6
BLTDM,10581,6
BLTDM,10582,10
BLTDM,10583,10
BLTDM,10584,4
BLTDM,10585,4
BLTDM,10586,2
BLTDM,10587,2
BLTDM,10588,4
BLTDM,10589,4
BLTDM,10590,7
BLTDM,10591,7
BLTDM,10592,1
BLTDM,10593,1
BLTDM,10594,10
BLTDM,10595,10
BLTDM,10596,8
BLTDM,10597,8
BLTDM,10598,8
BLTDM,10599,8
BLTDM,10600,7
BLTDM,10601,7
BLTDM,10602,7
BLTDM,10603,7
BLTDM,10604,8
BLTDM,10605,8
BLTDM,10606,5
BLTDM,10607,5
BLTDM,10608,9
BLTDM,10609,9
BLTDM,10610,4
BLTDM,10611,4
BLTDM,10612,3
BLTDM,10613,3
BLTDM,10614,7
BLTDM,10615,7
BLTDM,10616,8
BLTDM,10617,8
BLTDM,10618,9
BLTDM,10619,9
BLTDM,10620,8
BLTDM,10621,8
BLTDM,10622,6
BLTDM,10623,6
BLTDM,10624,5
BLTDM,10625,5
BLTDM,10626,10
BLTDM,10627,10
BLTDM,10628,6
BLTDM,10629,6
BLTDM,10630,1
BLTDM,10631,1
BLTDM,10632,4
BLTDM,10633,4
BLTDM,10634,5
BLTDM,10635,5
BLTDM,10636,3
BLTDM,10637,3
BLTDM,10638,4
BLTDM,10639,4
BLTDM,10640,7
BLTDM,10641,7
BLTDM,10642,5
BLTDM,10643,5
BLTDM,10644,10
BLTDM,10645,10
BLTDM,10646,7
BLTDM,10647,7
BLTDM,10648,6
BLTDM,10649,6
BLTDM,10650,2
BLTDM,10651,2
BLTDM,10652,3
BLTDM,10653,3
BLTDM,10654,3
BLTDM,10655,3
BLTDM,10656,9
BLTDM,10657,9
BLTDM,10658,10
BLTDM,10659,10
BLTDM,10660,1
BLTDM,10661,1
BLTDM,10662,3
BLTDM,10663,3
BLTDM,10664,2
BLTDM,10665,2
BLTDM,10666,3
BLTDM,10667,3
BLTDM,10668,9
BLTDM,10669,9
BLTDM,10670,10
BLTDM,10671,10
BLTDM,10672,6
BLTDM,10673,6
BLTDM,10674,2
BLTDM,10675,2
BLTDM,10676,7
BLTDM,10677,7
BLTDM,10678,1
BLTDM,10679,1
BLTDM,10680,10
BLTDM,10681,10
BLTDM,10682,7
BLTDM,10683,7
BLTDM,10684,7
BLTDM,10685,7
BLTDM,10686,8
BLTDM,10687,8
BLTDM,10688,3
BLTDM,10689,3
BLTDM,10690,9
BLTDM,10691,9
BLTDM,10692,10
BLTDM,10693,10
BLTDM,10694,9
BLTDM,10695,9
BLTDM,10696,9
BLTDM,10697,9
BLTDM,10698,6
BLTDM,10699,6
BLTDM,10700,6
BLTDM,10701,6
BLTDM,10702,7
BLTDM,10703,7
BLTDM,10704,1
BLTDM,10705,1
BLTDM,10706,1
BLTDM,10707,1
BLTDM,10708,2
BLTDM,10709,2
BLTDM,10710,3
BLTDM,10711,3
BLTDM,10712,4
BLTDM,10713,4
BLTDM,10714,6
BLTDM,10715,6
BLTDM,10716,10
BLTDM,10717,10
BLTDM,10718,5
BLTDM,10719,5
BLTDM,10720,6
BLTDM,10721,6
BLTDM,10722,1
BLTDM,10723,1
BLTDM,10724,1
BLTDM,10725,1
BLTDM,10726,8
BLTDM,10727,8
BLTDM,10728,8
BLTDM,10729,8
BLTDM,10730,7
BLTDM,10731,7
BLTDM,10732,10
BLTDM,10733,10
BLTDM,10734,5
BLTDM,10735,5
BLTDM,10736,9
BLTDM,10737,9
BLTDM,10738,5
BLTDM,10739,5
BLTDM,10740,6
BLTDM,10741,6
BLTDM,10742,3
BLTDM,10743,3
BLTDM,10744,9
BLTDM,10745,9
BLTDM,10746,2
BLTDM,10747,2
BLTDM,10748,9
BLTDM,10749,9
BLTDM,10750,10
BLTDM,10751,10
BSM,10752,2
BSM,10753,3
BSM,10754,5
BSM,10755,10
BSM,10756,2
BSM,10757,1
BSM,10758,1
BSM,10759,2
BSM,10760,6
BSM,10761,10
BSM,10762,1
BSM,10763,5
BSM,10764,9
BSM,10765,3
BSM,10766,4
BSM,10767,8
BSM,10768,5
BSM,10769,6
BSM,10770,7
BSM,10771,3
BSM,10772,4
BSM,10773,6
BSM,10774,7
BSM,10775,8
BSM,10776,3
BSM,10777,8
BSM,10778,7
BSM,10779,8
BSM,10780,9
BSM,10781,10
BSM,10782,2
BSM,10783,8
BSM,10784,4
BSM,10785,1
BSM,10786,4
BSM,10787,8
BSM,10788,9
BSM,10789,6
BSM,10790,7
BSM,10791,5
BSM,10792,6
BSM,10793,9
BSM,10794,8
BSM,10795,4
BSM,10796,9
BSM,10797,10
BSM,10798,1
BSM,10799,2
BSM,10800,5
BSM,10801,6
BSM,10802,7
BSM,10803,8
BSM,10804,3
BSM,10805,4
BSM,10806,1
BSM,10807,3
BSM,10808,10
BSM,10809,3
BSM,10810,4
BSM,10811,5
BSM,10812,9
BSM,10813,3
BSM,10814,4
BSM,10815,3
BSM,10816,10
BSM,10817,1
BSM,10818,2
BSM,10819,10
BSM,10820,1
BSM,10821,1
BSM,10822,3
BSM,10823,4
BSM,10824,4
BSM,10825,6
BSM,10826,5
BSM,10827,6
BSM,10828,1
BSM,10829,1
BSM,10830,4
BSM,10831,3
BSM,10832,10
BSM,10833,3
BSM,10834,7
BSM,10835,3
BSM,10836,6
BSM,10837,7
BSM,10838,9
BSM,10839,4
BSM,10840,4
BSM,10841,5
BSM,10842,6
BSM,10843,10
BSM,10844,2
BSM,10845,2
BSM,10846,7
BSM,10847,8
BSM,10848,9
BSM,10849,10
BSM,10850,5
BSM,10851,9
BSM,10852,10
BSM,10853,2
BSM,10854,2
BSM,10855,1
BSM,10856,1
BSM,10857,5
BSM,10858,6
BSM,10859,7
BSM,10860,8
BSM,10861,2
BSM,10862,6
BSM,10863,7
BSM,10864,8
BSM,10865,9
BSM,10866,5
BSM,10867,2
BSM,10868,9
BSM,10869,10
BSM,10870,7
BSM,10871,5
BSM,10872,6
BSM,10873,2
BSM,10874,5
BSM,10875,8
BSM,10876,9
BSM,10877,7
BTDM,10878,2
BTDM,10879,2
BTDM,10880,7
BTDM,10881,7
BTDM,10882,8
BTDM,10883,8
BTDM,10884,6
BTDM,10885,6
BTDM,10886,9
BTDM,10887,9
BTDM,10888,6
BTDM,10889,6
BTDM,10890,7
BTDM,10891,7
BTDM,10892,2
BTDM,10893,2
BTDM,10894,3
BTDM,10895,3
BTDM,10896,4
BTDM,10897,4
BTDM,10898,8
BTDM,10899,8
BTDM,10900,5
BTDM,10901,5
BTDM,10902,10
BTDM,10903,10
BTDM,10904,5
BTDM,10905,5
BTDM,10906,9
BTDM,10907,9
BTDM,10908,6
BTDM,10909,6
BTDM,10910,4
BTDM,10911,4
BTDM,10912,5
BTDM,10913,5
BTDM,10914,6
BTDM,10915,6
BTDM,10916,7
BTDM,10917,7
BTDM,10918,8
BTDM,10919,8
BTDM,10920,9
BTDM,10921,9
BTDM,10922,5
BTDM,10923,5
BTDM,10924,6
BTDM,10925,6
BTDM,10926,7
BTDM,10927,7
BTDM,10928,8
BTDM,10929,8
BTDM,10930,10
BTDM,10931,10
BTDM,10932,9
BTDM,10933,9
BTDM,10934,10
BTDM,10935,10
BTDM,10936,1
BTDM,10937,1
BTDM,10938,1
BTDM,10939,1
BTDM,10940,7
BTDM,10941,7
BTDM,10942,7
BTDM,10943,7
BTDM,10944,6
BTDM,10945,6
BTDM,10946,2
BTDM,10947,2
BTDM,10948,1
BTDM,10949,1
